card_set,total_cards,signed_cards,known_autos,unknown_autos,total_known_signed_cards
"35th anniversary rookie gem masters",10,0,0,0,0
"35th anniversary rookie gold",10,0,0,0,0
"35th anniversary rookie gold zone",10,0,0,0,0
"35th anniversary rookie orange",10,0,0,0,0
"35th anniversary rookie pink",10,0,0,0,0
"35th anniversary rookie purple",10,0,0,0,0
"35th anniversary rookie red",10,0,0,0,0
"35th anniversary rookie red zone",10,0,0,0,0
"35th anniversary rookie showcase",10,0,0,0,0
3d,90,0,0,0,0
"3d gold",90,0,0,0,0
"3d green",90,0,0,0,0
"3d purple",90,0,0,0,0
"3d red",90,0,0,0,0
"a different view",10,0,0,0,0
"a different view black",10,0,0,0,0
"a different view blue",10,0,0,0,0
"a different view gold",10,0,0,0,0
"a different view orange",10,0,0,0,0
"a different view pink",10,0,0,0,0
"a different view purple",10,0,0,0,0
"a different view red",10,0,0,0,0
"a different view silver",10,0,0,0,0
"a to z",52,0,0,0,0
"a to z blue",26,0,0,0,0
"a to z gold",26,0,0,0,0
"a to z orange",26,0,0,0,0
"a to z red",26,0,0,0,0
"a to z sparkle",26,0,0,0,0
"a to z white",26,0,0,0,0
a-list,29,0,0,0,0
"a-list green",29,0,0,0,0
"a-list pink",29,0,0,0,0
abracadabra,20,0,0,0,0
"abracadabra black",20,0,0,0,0
"abracadabra emerald",20,0,0,0,0
"abracadabra gold",20,0,0,0,0
"abracadabra green",20,0,0,0,0
"abracadabra light blue",20,0,0,0,0
"abracadabra mosaic",20,0,0,0,0
"abracadabra orange",20,0,0,0,0
"abracadabra pink",20,0,0,0,0
"abracadabra purple",20,0,0,0,0
"abracadabra rainbow",20,0,0,0,0
"abracadabra red",20,0,0,0,0
"abracadabra sapphire",20,0,0,0,0
"abracadabra stardust",20,0,0,0,0
"absolute burners",73,0,0,0,0
"absolute burners gold",45,0,0,0,0
"absolute burners holo silver",45,0,0,0,0
"absolute burners platinum",60,0,0,0,0
"absolute burners prime",30,0,0,0,0
"absolute heroes autographs",36,36,36,0,1135
"absolute heroes autographs gold",37,37,37,0,595
"absolute heroes autographs holo silver",18,18,18,0,140
"absolute heroes autographs platinum",38,38,38,0,38
"absolute heroes memorabilia",140,0,0,0,0
"absolute heroes memorabilia gold",90,0,0,0,0
"absolute heroes memorabilia holo silver",90,0,0,0,0
"absolute heroes memorabilia platinum",140,0,0,0,0
"absolute heroes memorabilia prime",48,0,0,0,0
"absolute legends signatures",47,47,47,0,7143
"absolute legends signatures black",70,70,70,0,70
"absolute legends signatures blue",62,62,62,0,2025
"absolute legends signatures gold",69,69,69,0,690
"absolute legends signatures green",68,68,68,0,1585
"absolute legends signatures orange",57,57,57,0,2620
"absolute legends signatures purple",70,70,70,0,350
"absolute legends signatures red",51,51,51,0,3435
"absolute rookie materials",210,0,0,0,0
"absolute rookie materials gold",126,0,0,0,0
"absolute rookie materials holo silver",126,0,0,0,0
"absolute rookie materials platinum",126,0,0,0,0
"absolute rookie platinum",42,0,0,0,0
"absolute rookie prime",84,0,0,0,0
"absolute rookies printing plates black",20,0,0,0,0
"absolute rookies printing plates cyan",20,0,0,0,0
"absolute rookies printing plates magenta",20,0,0,0,0
"absolute rookies printing plates yellow",20,0,0,0,0
"absolute rookies signatures spectrum",9,9,9,0,891
"absolute rookies signatures spectrum black",20,20,20,0,20
"absolute rookies signatures spectrum blue",9,9,9,0,441
"absolute rookies signatures spectrum gold",20,20,20,0,200
"absolute rookies signatures spectrum green",20,20,20,0,100
"absolute rookies signatures spectrum orange",14,14,14,0,280
"absolute rookies signatures spectrum purple",14,14,14,0,350
"absolute rookies signatures spectrum red",9,9,9,0,675
"absolute rookies spectrum",20,0,0,0,0
"absolute rookies spectrum black",20,0,0,0,0
"absolute rookies spectrum blue",20,0,0,0,0
"absolute rookies spectrum gold",20,0,0,0,0
"absolute rookies spectrum green",20,0,0,0,0
"absolute rookies spectrum orange",20,0,0,0,0
"absolute rookies spectrum purple",20,0,0,0,0
"absolute rookies spectrum red",20,0,0,0,0
"absolute tools of the trade triple bowl logo autograph",33,33,33,0,165
"absolute tools of the trade triple brand logo autograph",38,38,38,0,38
"absolute tools of the trade triple conference patch autograph",38,38,38,0,38
"absolute tools of the trade triple jersey autograph",39,39,39,0,6061
"absolute tools of the trade triple prime autograph",40,40,40,0,980
"absolute tools of the trade triple super prime autograph",40,40,40,0,40
"acclaimed autographs",57,57,57,0,2171
"acclaimed autographs black",57,57,57,0,57
"acclaimed autographs blue",56,56,56,0,1185
"acclaimed autographs gold",55,55,55,0,545
"acclaimed autographs green",56,56,56,0,280
"acclaimed autographs printing plate black",57,57,57,0,57
"acclaimed autographs printing plate cyan",57,57,57,0,57
"acclaimed autographs printing plate magenta",57,57,57,0,57
"acclaimed autographs printing plate yellow",57,57,57,0,57
"action all-pros",98,0,0,0,0
"action all-pros autographs",54,54,54,0,3256
"action packed",60,0,0,0,0
"action packed black and blue",30,0,0,0,0
"action packed gold",60,0,0,0,0
"action packed green",60,0,0,0,0
"action packed longevity",30,0,0,0,0
"action packed orange",60,0,0,0,0
"action packed platinum",60,0,0,0,0
"action packed purple",60,0,0,0,0
"action packed red and blue",30,0,0,0,0
"action packed true blue",60,0,0,0,0
"admit one",25,0,0,0,0
aerial,38,0,0,0,0
"air raid materials",19,0,0,0,0
"air raid materials gold",10,0,0,0,0
"air raid materials holo silver",10,0,0,0,0
"air raid materials platinum",20,0,0,0,0
"air raid materials prime",10,0,0,0,0
airborne,30,0,0,0,0
"airborne black",150,0,0,0,0
"airborne blue",120,0,0,0,0
"airborne gold",150,0,0,0,0
"airborne green",150,0,0,0,0
"airborne ice fotl",30,0,0,0,0
"airborne longevity",120,0,0,0,0
"airborne orange",150,0,0,0,0
"airborne pandora",60,0,0,0,0
"airborne pink",150,0,0,0,0
"airborne printing plate black",30,0,0,0,0
"airborne printing plate cyan",30,0,0,0,0
"airborne printing plate magenta",30,0,0,0,0
"airborne printing plate yellow",30,0,0,0,0
"airborne purple",150,0,0,0,0
"airborne red",150,0,0,0,0
"airborne red circles",30,0,0,0,0
"airborne red ice",30,0,0,0,0
"airborne red plaid",120,0,0,0,0
"airborne red prizm",30,0,0,0,0
"airborne red scope",30,0,0,0,0
"airborne red wave",30,0,0,0,0
"airborne signatures",100,100,100,0,2557
"airborne signatures longevity",47,47,47,0,305
"airborne signatures red ice",23,23,23,0,55
"airborne silver",120,0,0,0,0
"airborne white",150,0,0,0,0
"alchemist autographs",18,18,18,0,690
"alchemist autographs black",28,28,28,0,28
"alchemist autographs rose gold",19,19,19,0,456
"alchemist autographs sapphire",25,25,25,0,235
"alchemist autographs white gold",6,6,6,0,294
"all american",20,0,0,0,0
"all american prizms black",20,0,0,0,0
"all american prizms black gold",20,0,0,0,0
"all american prizms blue",20,0,0,0,0
"all american prizms blue circles",20,0,0,0,0
"all american prizms blue ice",20,0,0,0,0
"all american prizms blue pulsar",20,0,0,0,0
"all american prizms blue shimmer",20,0,0,0,0
"all american prizms blue wave",20,0,0,0,0
"all american prizms gold",20,0,0,0,0
"all american prizms gold ice",20,0,0,0,0
"all american prizms gold pulsar",20,0,0,0,0
"all american prizms green",20,0,0,0,0
"all american prizms green pulsar",20,0,0,0,0
"all american prizms green wave",20,0,0,0,0
"all american prizms mojo",20,0,0,0,0
"all american prizms neon green circles",20,0,0,0,0
"all american prizms orange ice",20,0,0,0,0
"all american prizms orange pulsar",20,0,0,0,0
"all american prizms orange wave",20,0,0,0,0
"all american prizms pink circles",20,0,0,0,0
"all american prizms purple",20,0,0,0,0
"all american prizms purple circles",20,0,0,0,0
"all american prizms purple ice",20,0,0,0,0
"all american prizms purple pulsar",20,0,0,0,0
"all american prizms purple wave",20,0,0,0,0
"all american prizms red",20,0,0,0,0
"all american prizms red circles",20,0,0,0,0
"all american prizms red ice",20,0,0,0,0
"all american prizms red pulsar",20,0,0,0,0
"all american prizms red white and blue",20,0,0,0,0
"all american prizms ruby wave",20,0,0,0,0
"all american prizms silver",20,0,0,0,0
"all american prizms white sparkle",20,0,0,0,0
"all americans",5,0,0,0,0
"all americans prizms black",5,0,0,0,0
"all americans prizms black ice",5,0,0,0,0
"all americans prizms black mosaic",5,0,0,0,0
"all americans prizms blue",5,0,0,0,0
"all americans prizms blue wave",5,0,0,0,0
"all americans prizms camo",5,0,0,0,0
"all americans prizms carolina blue",5,0,0,0,0
"all americans prizms green",5,0,0,0,0
"all americans prizms green and yellow",5,0,0,0,0
"all americans prizms green ice",5,0,0,0,0
"all americans prizms hyper",5,0,0,0,0
"all americans prizms ld",5,0,0,0,0
"all americans prizms ld ice",5,0,0,0,0
"all americans prizms ld vinyl",5,0,0,0,0
"all americans prizms mojo",5,0,0,0,0
"all americans prizms neon green",5,0,0,0,0
"all americans prizms neon orange",5,0,0,0,0
"all americans prizms orange",5,0,0,0,0
"all americans prizms orange pulsar",5,0,0,0,0
"all americans prizms pink pulsar",5,0,0,0,0
"all americans prizms purple",5,0,0,0,0
"all americans prizms purple and green",5,0,0,0,0
"all americans prizms red",5,0,0,0,0
"all americans prizms red and black snake skin",5,0,0,0,0
"all americans prizms red white and blue",5,0,0,0,0
"all americans prizms silver",5,0,0,0,0
"all americans prizms white sparkle",5,0,0,0,0
"all hall",12,0,0,0,0
"all hall blue",8,0,0,0,0
"all hall gold",8,0,0,0,0
"all hall green",10,0,0,0,0
"all hall platinum",15,0,0,0,0
"all hall purple",13,0,0,0,0
"all hall red",15,0,0,0,0
"all hands team",29,0,0,0,0
"all hands team end zone",29,0,0,0,0
"all hands team gem masters",29,0,0,0,0
"all hands team gold zone",29,0,0,0,0
"all hands team red zone",29,0,0,0,0
"all hands team showcase",29,0,0,0,0
"all of the lights",25,0,0,0,0
"all out!",40,0,0,0,0
"all out! prizms black finite",20,0,0,0,0
"all out! prizms gold",20,0,0,0,0
"all out! prizms mojo",20,0,0,0,0
"all out! prizms no huddle",60,0,0,0,0
"all out! prizms silver",20,0,0,0,0
"all pro kings",98,0,0,0,0
"all pro kings autographs",63,63,63,0,620
"all pro kings studio series",92,0,0,0,0
"all pro souvenirs",10,0,0,0,0
"all pro souvenirs autos",5,5,5,0,245
"all pro souvenirs autos platinum",5,5,5,0,5
"all pro souvenirs gold",10,0,0,0,0
"all purpose prizms black finite",40,0,0,0,0
"all purpose prizms gold",40,0,0,0,0
"all purpose prizms mojo",40,0,0,0,0
"all purpose prizms no huddle",40,0,0,0,0
"all purpose prizms silver",40,0,0,0,0
"all-decade dual autographs",8,8,8,0,80
"all-decade dual autographs platinum",8,8,8,0,8
"all-hands team",40,0,0,0,0
"all-pro gem",10,0,0,0,0
"all-pro gem diamond",10,0,0,0,0
"all-pro gem platinum",10,0,0,0,0
"all-pro ink",53,53,53,0,1045
"all-pro ink emerald",53,53,53,0,213
"all-pro ink platinum",51,51,51,0,51
"all-pro ink ruby",48,48,48,0,569
"all-pro ink sapphire",52,52,52,0,390
"all-pro ink silver",47,47,47,0,740
"all-pro signatures",41,41,41,0,1684
"all-time contenders",73,0,0,0,0
"all-time contenders black scope",61,0,0,0,0
"all-time contenders blue",39,0,0,0,0
"all-time contenders gold",72,0,0,0,0
"all-time contenders gold vinyl",72,0,0,0,0
"all-time contenders green pulsar",58,0,0,0,0
"all-time contenders nebula",73,0,0,0,0
"all-time contenders orange",52,0,0,0,0
"all-time contenders printing plate black",8,0,0,0,0
"all-time contenders printing plate cyan",8,0,0,0,0
"all-time contenders printing plate magenta",8,0,0,0,0
"all-time contenders printing plate yellow",7,0,0,0,0
"all-time greats signatures",78,78,78,0,3840
"all-time greats signatures gold",37,37,37,0,280
"all-time greats signatures platinum",77,77,77,0,77
"all-time greats signatures ruby",36,36,36,0,891
"all-time gridiron kings",75,0,0,0,0
"all-time gridiron kings autographs",66,66,66,0,1860
"all-time gridiron kings studio series",75,0,0,0,0
"alma mater materials",25,0,0,0,0
"alma mater materials prime",25,0,0,0,0
"alma mater materials prime 150th anniversary",24,0,0,0,0
"alma mater materials prime 150th anniversary signatures",5,5,5,0,21
